,index,participant.code,participant.mturk_assignment_id,session.code,session.label,session.mturk_HITId,survey.1.player.ip,survey.1.player.lat,survey.1.player.long,survey.1.player.zip,ip_location,ip_lat,ip_long,zip_ip_distance
177,261,3r86s71j,33CUSNVVNOP5MR5SCVASA69A55B889,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,104.49.245.128,38.2152,-85.6207,40220,"{'iplat': '38.25270', 'iplong': '-85.75850'}",38.2527,-85.7585,7.930340257
511,776,emnvow6l,32SVAV9L3GMX4IS1XCZAFG7UGS1A3C,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,107.201.252.140,29.8049,-95.4916,77055,"{'iplat': '29.76020', 'iplong': '-95.36940'}",29.7602,-95.3694,7.96167902
950,1474,4jfsyljx,3ZSANO2JCGKWKQUOY7M31PQX5QISF8,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,24.186.236.58,40.9414,-74.6649,7843,"{'iplat': '40.84780', 'iplong': '-74.57470'}",40.8478,-74.5747,8.001488242
827,1283,cmqgf5ax,324G5B4FB4LJ4OV67M573R7XC9A70O,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,68.100.129.27,38.7455,-77.2325,22153,"{'iplat': '38.84620', 'iplong': '-77.30640'}",38.8462,-77.3064,8.010244264
710,1114,8b9cylfz,3LPW2N6LKUFKX6T3H04UUEH81SI5U9,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,24.253.117.84,36.1702,-115.2838,89145,"{'iplat': '36.16990', 'iplong': '-115.14000'}",36.1699,-115.14,8.039106342
421,648,lki67q00,3R2UR8A0IBTYMKTGRKBGNRG3C59OXU,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,24.13.94.114,42.0119,-87.995,60007,"{'iplat': '41.91030', 'iplong': '-88.07170'}",41.9103,-88.0717,8.048646943
921,1435,1oeotb3z,3WMINLGALCGLHIOKQ5AB8JBOM6ECAE,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,143.59.205.88,32.3725,-86.1339,36117,"{'iplat': '32.36410', 'iplong': '-86.27180'}",32.3641,-86.2718,8.085053815
86,125,fkm7wf77,33L7PJKHCHBOKBXGFTLN125XJGCT8V,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,96.255.6.186,38.8122,-77.1264,22304,"{'iplat': '38.90720', 'iplong': '-77.03690'}",38.9072,-77.0369,8.13901193
161,236,oiakq6fm,3E7TUJ2EGDZHHRKTYVRMWUIM02W9DB,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,69.113.101.73,40.6305,-73.7119,11598,"{'iplat': '40.65460', 'iplong': '-73.55940'}",40.6546,-73.5594,8.186172247
171,255,lf40tjp6,339ANSOTR6FI6YJ6U6JMD0CF31AIKA,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,69.207.210.156,42.4399,-75.2191,13825,"{'iplat': '42.45560', 'iplong': '-75.05992'}",42.4556,-75.05992,8.208899748
677,1049,enl5qo9e,3C6FJU71TR6IZU3NS29R5BF1WYQYUO,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,24.204.186.0,44.5336,-85.6847,49620,"{'iplat': '44.41502', 'iplong': '-85.69920'}",44.41502,-85.6992,8.218998987
233,363,5cnq5u56,3VBEN272MLC2YQQJ9RSLJAQ95IVGSX,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,71.234.208.24,41.7,-72.5504,6033,"{'iplat': '41.76370', 'iplong': '-72.68510'}",41.7637,-72.6851,8.235145448
569,884,o5c030dv,3LEIZ60CDKCKKSPPQDGJNM1PP5ZZ90,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,24.116.189.95,30.4007,-89.0321,39507,"{'iplat': '30.36050', 'iplong': '-89.16320'}",30.3605,-89.1632,8.305036051
796,1248,kouoknje,3E7TUJ2EGDZHHRKTYVRMWUIM1O6D9Y,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,107.2.72.194,45.0031,-93.1063,55117,"{'iplat': '44.91050', 'iplong': '-93.21560'}",44.9105,-93.2156,8.343045513
917,1431,j5ful1xm,37KGEN7NJ43BYB3QKTEEIEZQKBSPPK,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,24.102.207.24,40.8655,-75.8685,18240,"{'iplat': '40.83370', 'iplong': '-75.71380'}",40.8337,-75.7138,8.397701107
410,635,il8ab30w,3MB8LZR5BG6KWZRCF9GZ5G47LQMKLF,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,99.116.170.151,37.7741,-97.2261,67226,"{'iplat': '37.68890', 'iplong': '-97.33610'}",37.6889,-97.3361,8.416094219
485,748,97pbttom,3JMSRU9HQJ7K64BWXR72UUP4SR7EVN,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,216.36.15.162,38.4232,-76.6985,20659,"{'iplat': '38.31040', 'iplong': '-76.63770'}",38.3104,-76.6377,8.451868694
643,1004,y9iv1m9d,308Q0PEVB9QYP20FQ9SXNRYZTTFI96,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,70.188.24.14,37.2783,-79.7868,24179,"{'iplat': '37.27100', 'iplong': '-79.94140'}",37.271,-79.9414,8.53482141
631,991,abcakzjk,30OG32W0SVO7YZ2NV0LBKDVR6POENR,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,72.1.112.193,39.4056,-104.5476,80107,"{'iplat': '39.49420', 'iplong': '-104.65900'}",39.4942,-104.659,8.535789782
538,845,7lwyg8j1,33CID571056E01J5U3O0OUN5A4FL3K,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,69.58.121.132,40.0837,-82.9761,43229,"{'iplat': '39.96120', 'iplong': '-82.99880'}",39.9612,-82.9988,8.537104783
815,1271,er7xays1,3WETL7AQWUL0YCGK2G8T75R8OFZ532,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,216.138.61.214,38.0514,-89.8165,62297,"{'iplat': '38.00760', 'iplong': '-89.67000'}",38.0076,-89.67,8.544125551
176,260,9ylaoqp2,3M81GAB8A1WUUT3V11B2NZKB7HIQB1,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,24.164.41.185,28.0724,-82.5612,33625,"{'iplat': '28.19395', 'iplong': '-82.59231'}",28.19395,-82.59231,8.582832641
894,1406,h6zhgt5v,3180JW2OT5PBJQI9510GNC8XKCL5JE,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,76.182.104.237,35.9482,-78.9555,27707,"{'iplat': '35.94293', 'iplong': '-78.80230'}",35.94293,-78.8023,8.596623948
187,273,lioj3jtw,35USIKEBNST3LK98PI2D8P3EO5KN6Q,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,72.189.148.8,28.4776,-81.6345,34787,"{'iplat': '28.57260', 'iplong': '-81.54256'}",28.5726,-81.54256,8.606332107
473,731,m1y2qnvy,32ZKVD547G02NSXT3QZ6ARR0YA13BF,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,45.50.134.236,33.9171,-117.0001,92223,"{'iplat': '34.03396', 'iplong': '-117.06008'}",34.03396,-117.06008,8.759904356
709,1112,m1wp3iw0,3LOTDFNYA8CPR7BXICW4YETIB27FW1,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,98.28.81.34,41.4486,-84.7177,43517,"{'iplat': '41.47433', 'iplong': '-84.55103'}",41.47433,-84.55103,8.832638911
927,1450,xn1hunnn,3X3OR7WPZ0D01YPB6KJWFBVGQSU8LQ,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,96.47.52.130,37.459,-122.1861,94025,"{'iplat': '37.53980', 'iplong': '-122.06100'}",37.5398,-122.061,8.848613945
728,1133,n1j68ogm,3S4AW7T80CVZIX29UHTJYZFBO5VL4R,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,196.17.66.212,34.0212,-118.3956,90231,"{'iplat': '34.05220', 'iplong': '-118.24400'}",34.0522,-118.244,8.957453881
764,1182,ic660odn,3QY5DC2MXSXCZ3MSNCH3GQ8LQN3FUB,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,76.25.0.37,39.5657,-104.8578,80112,"{'iplat': '39.64780', 'iplong': '-104.98800'}",39.6478,-104.988,8.964162157
288,452,8serzwa1,3BWI6RSP7HMIVEA0FT4MOG9169CE77,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,72.133.41.170,44.5736,-88.1115,54313,"{'iplat': '44.44896', 'iplong': '-88.06016'}",44.44896,-88.06016,8.972198247
630,990,g40vf6pa,3XM0HYN6NLC71KE0BFY3O20M64PEPN,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,173.168.170.237,27.9194,-82.3804,33619,"{'iplat': '28.04998', 'iplong': '-82.36263'}",28.04998,-82.36263,9.057094533
771,1189,j1e8ytoa,3O7L7BFSHF2FKYRWYK8JF5ZAKR2EIL,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,74.65.52.160,43.2084,-78.5658,14067,"{'iplat': '43.22012', 'iplong': '-78.38691'}",43.22012,-78.38691,9.068460705
77,115,o501kc7p,3OCHAWUVGPXFWT81TSJNGAZURCUXK1,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,107.146.243.120,35.1564,-119.0467,93313,"{'iplat': '35.20916', 'iplong': '-119.19513'}",35.20916,-119.19513,9.154310243
915,1428,2o3sdfks,3E47SOBEYR90N07I2T2OPHZ7ZEICIH,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,23.124.248.230,33.7886,-117.9277,92840,"{'iplat': '33.68460', 'iplong': '-117.82700'}",33.6846,-117.827,9.219523779
802,1254,elmfmhqm,3S96KQ6I9NH016T7W1W3NUJYVV9DTY,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,167.23.240.75,42.8668,-85.6269,49508,"{'iplat': '42.96070', 'iplong': '-85.49550'}",42.9607,-85.4955,9.298509904
333,501,v5cr7aob,3QAPZX2QN5QCINY01AOC70QP1TS025,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,66.169.115.28,32.6205,-97.3872,76123,"{'iplat': '32.74661', 'iplong': '-97.32952'}",32.74661,-97.32952,9.31758489
412,637,nm2pixjc,3NC5L260MPZHMY2VRQ5UHKGW8Z1FOG,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,66.207.238.218,35.0011,-78.5066,28382,"{'iplat': '34.99300', 'iplong': '-78.33990'}",34.993,-78.3399,9.472673465
488,752,crc0bqdr,3KRVW3HTZOY2Q0M5KUQGWFA62PAMSL,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,24.10.33.236,39.8642,-121.8697,95973,"{'iplat': '39.72850', 'iplong': '-121.83700'}",39.7285,-121.837,9.522484759
19,21,yd18pnxs,3BC8WZX3V49HM1ZKADMSS4ZKLN3RRS,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,64.203.226.115,32.2279,-80.8876,29910,"{'iplat': '32.17290', 'iplong': '-80.73570'}",32.1729,-80.7357,9.672711648
395,618,kkw4iygo,3GS6S824SRA1FZOEG0FH6J2RDSRNWC,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,24.144.147.146,40.9074,-80.8616,44460,"{'iplat': '41.02510', 'iplong': '-80.76090'}",41.0251,-80.7609,9.680339547
375,593,u0qnlmgo,3ZAK8W07I5RL2Z72KUYIDJLHKJ0U04,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,108.5.148.222,40.7921,-74.1624,7109,"{'iplat': '40.71455', 'iplong': '-74.00714'}",40.71455,-74.00714,9.747273142
899,1411,a3akytje,3VE8AYVF8NAE16FFK9GYKYQWTV58FG,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,67.163.9.149,41.8787,-87.9735,60181,"{'iplat': '41.88500', 'iplong': '-87.78450'}",41.885,-87.7845,9.757591823
654,1016,te4njt2v,3KMS4QQVK33YW7HGTYD1A3ZNOVZKFB,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,107.11.249.93,40.299,-83.0567,43015,"{'iplat': '40.15778', 'iplong': '-83.07644'}",40.15778,-83.07644,9.799442295
376,594,c4258nrd,3Q5ZZ9ZEVPSMZ9MQEX3PYMZJ40J58K,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,99.3.173.161,35.6466,-78.5757,27529,"{'iplat': '35.77960', 'iplong': '-78.63820'}",35.7796,-78.6382,9.819823634
589,917,71bbxlh4,3M0BCWMB8W9ZEQZHDAA8FO2XW3BWBU,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,173.54.110.213,40.8783,-74.1425,7011,"{'iplat': '40.73570', 'iplong': '-74.17240'}",40.7357,-74.1724,9.963983021
861,1329,2dg985un,3Y4W8Q93L0XFEYXW1WWIOC7JSHWVD5,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,68.63.238.42,33.346,-87.4734,35406,"{'iplat': '33.22900', 'iplong': '-87.57720'}",33.229,-87.5772,10.05535831
510,775,wcefk1t2,3VZLGYJEYMNALO7NTTMX3PN7W88XZZ,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,68.224.61.92,36.0335,-115.2121,89139,"{'iplat': '36.16990', 'iplong': '-115.14000'}",36.1699,-115.14,10.23324934
198,306,s0qtjf1i,3NKQQ8O39ZIF1J8WW6MDSQ50DN0DU0,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,99.101.100.7,35.0388,-89.9276,38118,"{'iplat': '35.14950', 'iplong': '-90.04900'}",35.1495,-90.049,10.27365872
243,374,jz2ysl2w,3EICBYG6459WIBROKBNO1IE7B7QJCA,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,64.201.90.121,40.0119,-79.407,15469,"{'iplat': '40.14960', 'iplong': '-79.33100'}",40.1496,-79.331,10.3191462
526,833,wlm4zbb0,3GNA64GUZFHS5DMM0RKPKDKJY6T5QJ,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,172.74.38.62,35.4181,-78.3698,27524,"{'iplat': '35.38192', 'iplong': '-78.54880'}",35.38192,-78.5488,10.40721664
54,78,03wygge1,3DL65MZB8ESO7V5W6ACX421F6XACEU,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,73.248.230.98,40.4467,-74.3787,8882,"{'iplat': '40.58040', 'iplong': '-74.28510'}",40.5804,-74.2851,10.45954645
803,1255,0jsl0y3e,3HUTX6F6VV0XL4QJ3VQNX1M7ZW3O2E,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,174.82.243.45,44.8951,-89.5271,54476,"{'iplat': '44.95057', 'iplong': '-89.72566'}",44.95057,-89.72566,10.46715402
694,1067,dkf3ms8b,3NQL1CS15SLIC9SNXSJW1XHKA52VYD,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,102.129.224.2,34.1031,-118.4163,90210,"{'iplat': '34.05220', 'iplong': '-118.24400'}",34.0522,-118.244,10.4861905
380,598,4gy1o9c7,3570Y55XZQWZUC2S8XKA1WEANOZYG8,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,70.94.46.166,39.2677,-94.3893,64068,"{'iplat': '39.21328', 'iplong': '-94.57195'}",39.21328,-94.57195,10.49273653
221,351,sn6f2yqa,3YWRV122CTC3KOC5FYBX6YRZ2W38UP,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,68.192.202.27,40.8739,-73.827,10475,"{'iplat': '40.79980', 'iplong': '-73.65100'}",40.7998,-73.651,10.54621991
896,1408,5l8odzh5,3UJ1CZ6IZI24IT1ZSV9UFDZKGVY5SU,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,72.224.247.82,43.7617,-70.8078,4020,"{'iplat': '43.85272', 'iplong': '-70.63538'}",43.85272,-70.63538,10.66802655
14,15,1j6j4llo,3YOH7BII0AKNS436TDI5SP29B1MKVL,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,73.253.75.176,42.589,-71.4417,1886,"{'iplat': '42.43350', 'iplong': '-71.44950'}",42.4335,-71.4495,10.74060705
904,1416,g2l90ywf,3DR23U6WE6R5TC77SW7NTC1JV7BETT,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,75.62.84.116,33.3996,-86.683,35242,"{'iplat': '33.52070', 'iplong': '-86.80250'}",33.5207,-86.8025,10.83082135
201,309,visdjlpj,3UWN2HHPUZI88I75WV5G9UZ66UHSNH,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,174.27.157.37,43.6521,-116.4263,83646,"{'iplat': '43.61870', 'iplong': '-116.21500'}",43.6187,-116.215,10.84301583
810,1263,izzccnxn,3NKQQ8O39ZIF1J8WW6MDSQ50E9GUD6,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,137.118.200.139,45.6693,-123.6806,97131,"{'iplat': '45.72010', 'iplong': '-123.89400'}",45.7201,-123.894,10.90764675
734,1145,dh5ql01n,3HUTX6F6VV0XL4QJ3VQNX1M7ZW5O2G,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,98.221.210.60,40.6435,-74.82,8833,"{'iplat': '40.56950', 'iplong': '-74.63290'}",40.5695,-74.6329,11.08536015
55,79,n1kmx971,35H6S234SBDZVV32LI6RE83SXJC568,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,142.0.211.162,43.598,-116.6102,83651,"{'iplat': '43.60010', 'iplong': '-116.38900'}",43.6001,-116.389,11.09903657
251,410,hxpajog3,352YTHGROWQXW1JJ3WEL67M47N24HH,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,75.70.44.41,39.9284,-104.9558,80241,"{'iplat': '39.80280', 'iplong': '-105.08700'}",39.8028,-105.087,11.12401222
75,112,xcmns0tx,3UXUOQ9OKFAF51TOZO20SXJAK7NA76,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,71.15.23.123,34.9001,-82.2671,29650,"{'iplat': '34.73893', 'iplong': '-82.25590'}",34.73893,-82.2559,11.12819728
782,1201,wt7im9zi,3DY4FPOOA219F8G1JXR2T1ON7IOVRC,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,71.238.89.122,45.4799,-122.6006,97206,"{'iplat': '45.53930', 'iplong': '-122.38700'}",45.5393,-122.387,11.15352525
741,1156,bcf7fenm,3F6HPJW4JED5QDZLUHHXEVZT2Z62WA,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,108.5.230.203,40.8753,-74.0301,7603,"{'iplat': '40.71455', 'iplong': '-74.00714'}",40.71455,-74.00714,11.15742706
911,1423,xqxp1plo,33JKGHPFYD75ANU0CY9UXL00FRGMNP,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,75.134.12.59,41.2617,-73.2079,6611,"{'iplat': '41.41210', 'iplong': '-73.30784'}",41.4121,-73.30784,11.60797431
664,1035,73nvcxc0,39U1BHVTDM42JERA3CQRALXM4JO3TW,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,68.67.244.18,36.1183,-80.076,27284,"{'iplat': '35.95840', 'iplong': '-80.00630'}",35.9584,-80.0063,11.69516149
651,1012,wbjke5rw,3VE8AYVF8NAE16FFK9GYKYQWTV5F8N,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,97.89.153.83,35.532,-82.5227,28803,"{'iplat': '35.70103', 'iplong': '-82.56056'}",35.70103,-82.56056,11.84662158
226,356,gg71q7u9,3VZLGYJEYMNALO7NTTMX3PN7VNRXZB,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,97.124.154.61,33.5962,-112.179,85304,"{'iplat': '33.44840', 'iplong': '-112.07400'}",33.4484,-112.074,11.85304995
747,1163,8q9iko6e,3TMFV4NEP9RGCS1AAYQYOMCWOZYW87,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,24.241.78.145,38.4741,-90.538,63049,"{'iplat': '38.63187', 'iplong': '-90.45120'}",38.63187,-90.4512,11.85457023
323,490,qxwflcgz,3TUI152ZZC0THVL3Z4IDHN72MQY1Q7,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,162.232.177.134,41.4025,-81.8338,44142,"{'iplat': '41.31980', 'iplong': '-81.62680'}",41.3198,-81.6268,12.18206605
650,1011,mcz9dill,3LS2AMNW5G3EDNS456GOTJKAF2IQOV,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,73.80.63.8,40.0929,-74.7414,8505,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,12.2342287
549,859,0y59eh5g,3LEP4MGT3HD05KZQWF5IN0DCPNQDBN,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,65.26.132.94,39.0345,-94.5729,64110,"{'iplat': '39.21328', 'iplong': '-94.57195'}",39.21328,-94.57195,12.33293852
754,1172,qusu0cup,3IAS3U3I0GTD2A1AZQL1RHM8SYRB26,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,98.202.58.14,41.0501,-112.034,84041,"{'iplat': '41.22300', 'iplong': '-111.97400'}",41.223,-111.974,12.33515797
238,369,kmz9o54j,30JNVC0ORAX4L66H1TLY9AN92UNQHH,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,68.98.155.54,38.6765,-77.2069,22079,"{'iplat': '38.80480', 'iplong': '-77.04690'}",38.8048,-77.0469,12.37074799
540,848,basyk8zs,36U2A8VAG2C4WYYBYO5PZO63U55KYM,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,68.111.243.35,32.7938,-116.9695,92020,"{'iplat': '32.71570', 'iplong': '-117.16100'}",32.7157,-117.161,12.38172852
891,1403,rd68s9ux,3FQ5JJ512M1AKZUXRMWEI88WQMKNKK,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,107.15.162.125,35.7719,-78.6388,27602,"{'iplat': '35.73301', 'iplong': '-78.85435'}",35.73301,-78.85435,12.40701716
409,634,pl9p8foj,3L0KT67Y8FT2KHBJ3XERQAXDBZTYSS,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,207.162.132.74,36.2712,-95.8214,74055,"{'iplat': '36.15400', 'iplong': '-95.99280'}",36.154,-95.9928,12.5306133
210,318,js6pxk1c,3R2PKQ87NXLDWMJ9FIW2SD4JS66MIK,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,67.85.86.64,40.8793,-73.9103,10463,"{'iplat': '40.71280', 'iplong': '-74.00590'}",40.7128,-74.0059,12.53518339
586,913,tybh5yo0,3U5NZHP4LSFJLU521G6995XZYJGHP3,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,72.207.179.137,35.9878,-115.1482,89183,"{'iplat': '36.16990', 'iplong': '-115.14000'}",36.1699,-115.14,12.56374977
182,266,vaedof5c,31JLPPHS2V7M6MM27V4SGBRZ4OOO31,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,24.21.247.57,45.5139,-122.6441,97214,"{'iplat': '45.53930', 'iplong': '-122.38700'}",45.5393,-122.387,12.60289048
530,837,018zrpee,3E7TUJ2EGDZHHRKTYVRMWUIM1NND9D,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,98.100.199.194,42.887,-88.0097,53132,"{'iplat': '43.05060', 'iplong': '-87.89680'}",43.0506,-87.8968,12.66064546
659,1027,kvo9pse4,39U1BHVTDM42JERA3CQRALXM4IMT3I,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,98.155.6.218,19.6829,-155.2732,96720,"{'iplat': '19.71924', 'iplong': '-155.08186'}",19.71924,-155.08186,12.71330637
592,920,q6hgqgb1,39K0FND3AISYQ40B3U4PBFG0GJIAMS,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,24.251.240.69,33.6254,-112.0059,85032,"{'iplat': '33.44840', 'iplong': '-112.07400'}",33.4484,-112.074,12.81617652
435,692,u3osniyq,3A7Y0R2P2P1KL92JB7JBFVZHDAAXJT,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,99.25.96.104,41.3671,-81.8671,44017,"{'iplat': '41.31980', 'iplong': '-81.62680'}",41.3198,-81.6268,12.9164966
602,930,8zurr2bs,308Q0PEVB9QYP20FQ9SXNRYZTTK9I2,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,96.44.146.154,33.002,-96.8431,75287,"{'iplat': '32.81670', 'iplong': '-96.88340'}",32.8167,-96.8834,12.9824604
466,724,052mexqa,3YMTUJH0DTTN1AAE3QVAKQPSIHX4TR,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,12.29.9.232,38.2615,-90.3963,63048,"{'iplat': '38.44955', 'iplong': '-90.36798'}",38.44955,-90.36798,13.06147839
235,365,5blh63l0,3H7XDTSHKD4V577STW2MGZTUBVRGWC,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,142.197.9.227,28.4961,-81.2897,32822,"{'iplat': '28.38909', 'iplong': '-81.46853'}",28.38909,-81.46853,13.14486111
639,999,r8677s63,3R2UR8A0IBTYMKTGRKBGNRG3C54XOY,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,72.76.190.4,40.8485,-73.9697,7024,"{'iplat': '40.73570', 'iplong': '-74.17240'}",40.7357,-74.1724,13.17517283
845,1310,z5ujum6e,3U088ZLJVL6YU3W7FUDJV76E51MW0K,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,74.132.147.224,38.4284,-85.3926,40031,"{'iplat': '38.30283', 'iplong': '-85.58083'}",38.30283,-85.58083,13.39770248
954,1478,vstrqki4,3TOK3KHVJUV475NP977ITS3FADWO73,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,108.247.165.222,29.9218,-95.4946,77086,"{'iplat': '29.76020', 'iplong': '-95.36940'}",29.7602,-95.3694,13.43196714
219,327,hhsbl01y,3ZQIG0FLQFTEN4XNIR18G0W4YAKWVM,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,67.182.230.134,40.5994,-112.0417,84081,"{'iplat': '40.76080', 'iplong': '-111.89100'}",40.7608,-111.891,13.66383669
237,367,mb0qgop6,3TXMY6UCAF1D4YV1F17XYJQTP2IQC8,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,72.193.23.121,36.1116,-115.2119,89103,"{'iplat': '36.03950', 'iplong': '-114.98200'}",36.0395,-114.982,13.79471666
