id_in_session,participant.code,_is_bot,_index_in_pages,_max_page_index,_current_app_name,_current_page_name,time_started,visited,mturk_worker_id,mturk_assignment_id,payoff,payoff_plus_participation_fee,session.code,label,mturk_HITId,mturk_HITGroupId,comment,_demo,cfg.real_world_currency_per_point,cfg.participation_fee,cfg.matching_method,cfg.compute_distance,intro.1.id_in_group,intro.1.payoff,intro.1.id_in_subsession,intro.1.round_number,import_database.1.id_in_group,import_database.1.payoff,import_database.1.id_in_subsession,import_database.1.round_number,survey.1.id_in_group,survey.1.ip,survey.1.lat,survey.1.long,survey.1.sex,survey.1.date,survey.1.marital,survey.1.children,survey.1.children_number,survey.1.children_first_age,survey.1.language,survey.1.language_other,survey.1.zip,survey.1.ethnicity,survey.1.ethnicity_choice,survey.1.ethnicity_choice_other,survey.1.race,survey.1.race_indian_other,survey.1.race_asian_other,survey.1.race_other,survey.1.religion,survey.1.religion_denomination,survey.1.religion_denomination_other,survey.1.home,survey.1.home_other,survey.1.guns,survey.1.place_growing_up,survey.1.highest_degree,survey.1.elementary_secondary_choices,survey.1.elementary_secondary_choices_incomplete_high_school,survey.1.high_school_choices,survey.1.college_choices,survey.1.after_bachelor_choices,survey.1.major_college,survey.1.major_bachelor,survey.1.country_growing_up,survey.1.us_state_grow_up,survey.1.another_country_grow_up,survey.1.us_citizen,survey.1.us_citizen_options,survey.1.work_last_week,survey.1.profession,survey.1.employer,survey.1.work_tasks,survey.1.unemployed_10_years,survey.1.labor_union,survey.1.household_income,survey.1.income_group_placement,survey.1.sixteen_yo_comparison,survey.1.parental_comparison_standards,survey.1.social_class,survey.1.financial_satisfaction,survey.1.importance_democracy,survey.1.american_pride,survey.1.political_party,survey.1.other_political_party,survey.1.politcal_views,survey.1.executive_branch_confidence,survey.1.congress_confidence,survey.1.supreme_court_confidence,survey.1.military_confidence,survey.1.police_confidence,survey.1.banks_confidence,survey.1.unions_confidence,survey.1.public_ed_confidence,survey.1.press_confidence,survey.1.improve_condition_blacks,survey.1.improve_condition_abroad,survey.1.protecting_environment,survey.1.government_redistribution,survey.1.income_tax_level,survey.1.death_penalty,survey.1.affirmative_action,survey.1.sex_before_marriage,survey.1.same_sex_relations,survey.1.abortion,survey.1.people_helpful,survey.1.people_take_advantage_of_you,survey.1.people_trustworthy,survey.1.payoff,survey.1.id_in_subsession,survey.1.round_number,narrative.1.id_in_group,narrative.1.match_displayed,narrative.1.match_displayed_name,narrative.1.tweet,narrative.1.payoff,narrative.1.id_in_subsession,narrative.1.round_number,ios_discrete.1.id_in_group,ios_discrete.1.match_displayed,ios_discrete.1.match_displayed_name,ios_discrete.1.ios_distance,ios_discrete.1.ios_overlap,ios_discrete.1.ios_number,ios_discrete.1.ios_type,ios_discrete.1.payoff,ios_discrete.1.id_in_subsession,ios_discrete.1.round_number,filler.1.id_in_group,filler.1.target_0,filler.1.input_0,filler.1.is_correct_0,filler.1.target_1,filler.1.input_1,filler.1.is_correct_1,filler.1.target_2,filler.1.input_2,filler.1.is_correct_2,filler.1.target_3,filler.1.input_3,filler.1.is_correct_3,filler.1.target_4,filler.1.input_4,filler.1.is_correct_4,filler.1.target_5,filler.1.input_5,filler.1.is_correct_5,filler.1.target_6,filler.1.input_6,filler.1.is_correct_6,filler.1.target_7,filler.1.input_7,filler.1.is_correct_7,filler.1.target_8,filler.1.input_8,filler.1.is_correct_8,filler.1.target_9,filler.1.input_9,filler.1.is_correct_9,filler.1.payoff,filler.1.id_in_subsession,filler.1.round_number,ios_discrete_pictures.1.id_in_group,ios_discrete_pictures.1.match_displayed,ios_discrete_pictures.1.match_displayed_name,ios_discrete_pictures.1.ios_distance,ios_discrete_pictures.1.ios_overlap,ios_discrete_pictures.1.ios_number,ios_discrete_pictures.1.ios_type,ios_discrete_pictures.1.payoff,ios_discrete_pictures.1.id_in_subsession,ios_discrete_pictures.1.round_number,outro.1.id_in_group,outro.1.comments,outro.1.payoff,outro.1.id_in_subsession,outro.1.round_number,ios_continuous.1.id_in_group,ios_continuous.1.match_displayed,ios_continuous.1.match_displayed_name,ios_continuous.1.ios_distance,ios_continuous.1.ios_overlap,ios_continuous.1.ios_type,ios_continuous.1.payoff,ios_continuous.1.id_in_subsession,ios_continuous.1.round_number,match0.distance_sex,match0.distance_date,match0.distance_miles,match0.distance_ethnicity,match0.distance_ethnicity_choice,match0.distance_race,match0.distance_religion,match0.distance_religion_denomination,match0.distance_country_growing_up,match0.distance_us_state_grow_up,match0.distance_another_country_grow_up,match0.objective_distance_corrected,is_mturker,participant_unique_id,match0.code,match0.sex,match0.date,match0.ethnicity,match0.ethnicity_choice,match0.race,match0.religion,match0.religion_denomination,match0.country_growing_up,match0.us_state_grow_up,match0.another_country_grow_up,match0.zip,match0.city,match0.lat,match0.long,match0.state,match0.state_short,match0.time_started,match0.mturk_worker_id,match0.mturk_assignment_id,match0.session.code,match0.session.mturk_HITId,match0.session.mturk_HITGroupId,match0.objective_distance
84,rlkkpzip,0,17,17,outro,End,2020-11-20 00:30:47.708018+00:00,1,A1GO*****CM4E,3DPN*****D46B,1.0,1.5,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,84,0.0,1,1,84,0.0,1,1,84,74.36.153.112,45.5142,-89.7289,male,05/12/1990,married,0.0,,,english,,54487,0.0,,,white,,,,1.0,protestant,,one family detached,,0.0,medium city,college or some college,,,,bachelors degree,,Education,,usa,WI,,1.0,born usa,full time work,Teacher,government employer,0.888888888888889,0.0,0.0,0.875,0.777777777777778,0.5,0.75,middle class,0.5,0.444444444444444,0.0,independent,,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.333333333333333,0.5,0.0,0.333333333333333,0.666666666666667,0.666666666666667,0.0,1.0,0.0,1.0,0.0,1,1,84,0.0,Diamond,I picture her being like people that live around me because I have a lot of people around me that are white and protestant.,0.0,1,1,,,,,,,,,,,84,825.0,825.0,1.0,1718.0,1718.0,1.0,880.0,880.0,1.0,227.0,227.0,1.0,1931.0,1931.0,1.0,1088.0,1088.0,1.0,1169.0,1169.0,1.0,1635.0,1635.0,1.0,1153.0,1153.0,1.0,31.0,31.0,1.0,1.0,1,1,84,0.0,Diamond,0.671428571428571,0.148067452705713,2.0,7.0,0.0,1,1,84,,0.0,1,1,84.0,0.0,Diamond,0.635765380859375,0.173954609790979,'continuous',0.0,1.0,1.0,True,0.4688496443463331,0.0786052039163398,False,False,False,False,False,False,True,False,0.2315868043875157,True,111,i4rw3asq,female,1969-06-05 00:00:00,False,,white,True,protestant,usa,MI,,48867,Owosso,42.99,-84.17,Michigan,MI,2019-11-10 05:28:25.225484+00:00,A2W8*****7RYP,39GA*****5V1D,lqef6g7v,3S1WOPCJFG69SPD8QZOH3MIJ9T7JEE,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.4134049862056975
85,j1e8ytoa,0,17,17,outro,End,2020-11-20 00:32:08.386405+00:00,1,ABJE*****SXX6,3O7L*****2EIL,0.8,1.3,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,85,0.0,1,1,85,0.0,1,1,85,74.65.52.160,43.2084,-78.5658,male,10/22/1969,married,1.0,2.0,30.0,english,,14067,0.0,,,white,,,,0.0,,,one family detached,,0.0,small town,college or some college,,,,associates degree,,Electronics Technology,,usa,NY,,1.0,born usa,part time work,Bowling Mechanic,private business,0.333333333333333,1.0,0.0,0.75,0.333333333333333,0.25,0.75,working class,0.5,0.888888888888889,1.0,republican,,0.833333333333333,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.333333333333333,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,85,0.0,Diamond,"She is religious, probably favors abortion and thinks that blacks should get special treatment and reparations. voted for Biden",0.0,1,1,,,,,,,,,,,85,714.0,714.0,1.0,8.0,8.0,1.0,348.0,265.0,0.0,1713.0,1713.0,1.0,161.0,161.0,1.0,295.0,195.0,0.0,1393.0,1393.0,1.0,97.0,97.0,1.0,1214.0,1214.0,1.0,1216.0,1216.0,1.0,0.8,1,1,85,0.0,Diamond,0.671428571428571,0.148067452705713,2.0,7.0,0.0,1,1,85,,0.0,1,1,85.0,0.0,Diamond,0.65710693359375,0.160228792910125,'continuous',0.0,1.0,1.0,True,0.1991659867645725,0.2235480622820348,False,False,True,True,True,False,True,False,0.4929740044587825,True,801,81h2tp4y,female,1963-10-17 00:00:00,False,,black,True,protestant,usa,MS,,39653,Meadville,31.47,-90.89,Mississippi,MS,2019-11-11 23:23:56.579672+00:00,A2ZG*****U2PO,38JB*****44EW,0i2yk9zp,3ABAOCJ4R8HOQ09Y2NW9DVZEWRYQMB,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.6747921862769644
86,camcts8k,0,17,17,outro,End,2020-11-20 00:33:01.995871+00:00,1,A2Z0*****BHOU,3V5Q*****F237,1.0,1.5,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,86,0.0,1,1,86,0.0,1,1,86,99.189.237.34,37.9655,-121.9527,male,01/13/1980,married,1.0,2.0,25.0,english,,94521,0.0,,,white,,,,1.0,jewish,,one family detached,,0.0,large city,college or some college,,,,bachelors degree,,economics,,usa,CA,,1.0,born usa,full time work,real estate,government employer,0.888888888888889,0.0,0.0,0.958333333333333,0.555555555555556,0.5,0.75,middle class,0.5,0.888888888888889,1.0,republican,,0.833333333333333,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.166666666666667,1.0,1.0,0.0,1.0,0.666666666666667,0.0,0.0,1.0,0.0,0.0,1,1,86,0.0,Club,This person is probably outgoing and works hard to succeed in life.,0.0,1,1,,,,,,,,,,,86,202.0,202.0,1.0,274.0,274.0,1.0,1348.0,1348.0,1.0,1196.0,1196.0,1.0,531.0,531.0,1.0,377.0,377.0,1.0,33.0,33.0,1.0,43.0,43.0,1.0,200.0,200.0,1.0,1315.0,1315.0,1.0,1.0,1,1,86,0.0,Club,0.514285714285714,0.282501619467516,3.0,7.0,0.0,1,1,86,,0.0,1,1,86.0,0.0,Club,0.63710693359375,0.176925090099469,'continuous',0.0,1.0,1.0,False,0.0997925973197192,0.803187245344582,False,False,False,False,True,False,True,False,0.2639072584240274,True,523,hud1x742,male,1983-06-17 00:00:00,False,,white,True,protestant,usa,SC,,28211,Charlotte,35.19,-80.83,North Carolina,NC,2019-11-11 21:26:12.118994+00:00,A1SL*****OJRN,3S96*****1TD2,wmvxbtt3,33NOQL7T9OCIJ38LVI53Z6ANHPSZ8O,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.4457254402422092
87,ysgjp5s3,0,17,17,outro,End,2020-11-20 00:33:30.197228+00:00,1,A2B8*****10U7,3NAP*****172H,1.0,1.5,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,87,0.0,1,1,87,0.0,1,1,87,71.191.59.45,39.0048,-77.1025,female,10/19/1996,never,0.0,,,english,,20814,0.0,,,white,,,,1.0,protestant,,one family detached,,0.0,suburb,college or some college,,,,bachelors degree,,political science,,usa,MD,,1.0,born usa,full time work,paralegal,private business,0.555555555555556,1.0,0.0,0.583333333333333,0.555555555555556,0.75,0.25,middle class,0.0,0.888888888888889,0.666666666666667,democrat,,0.166666666666667,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.166666666666667,0.0,0.0,0.666666666666667,0.666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,1,1,87,0.0,Spade,I think about what he does for a living. Did he go to college? Does he have a family?,0.0,1,1,,,,,,,,,,,87,45.0,45.0,1.0,1367.0,1367.0,1.0,95.0,95.0,1.0,574.0,574.0,1.0,561.0,561.0,1.0,730.0,730.0,1.0,671.0,671.0,1.0,154.0,154.0,1.0,1414.0,1414.0,1.0,494.0,494.0,1.0,1.0,1,1,87,0.0,Spade,0.671428571428571,0.148067452705713,2.0,7.0,0.0,1,1,87,,0.0,1,1,87.0,0.0,Spade,0.726666870117187,0.10826392584329,'continuous',0.0,1.0,1.0,True,0.0981243301178992,0.0246476119994667,False,False,False,True,True,False,True,False,0.3747974492833968,True,330,6m2r4bd5,male,1991-10-15 00:00:00,False,,white,False,,usa,NC,,8080,Sewell,39.75,-75.09,New Jersey,NJ,2019-11-08 21:09:08.968315+00:00,A1W5*****AYQR,3MRN*****1LDX,8n9hg2i4,3WRAAIUSBJC7XW1LRY1WYC07ZC9AXJ,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.5566156311015787
89,8fv475i0,0,17,17,outro,End,2020-11-20 00:33:47.185827+00:00,1,AT94*****GKNO,3QAV*****YAL0,1.0,1.5,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,89,0.0,1,1,89,0.0,1,1,89,173.72.156.75,38.2089,-77.4029,female,03/26/1984,married,1.0,2.0,19.0,english,,22408,0.0,,,white,,,,1.0,other,Christian,one family detached,,0.0,suburb,college or some college,,,,bachelors degree,,Bachelor of Business,,usa,VA,,1.0,born usa,housework,,,,1.0,0.0,0.0,0.0,0.0,0.25,lower class,0.0,1.0,0.333333333333333,democrat,,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.666666666666667,0.666666666666667,0.666666666666667,1.0,0.0,1.0,0.0,0.0,1,1,89,0.0,Spade,This woman seems likes she has a lot of experience living in Virginia. She is an strong independant woman learning to stand on her own two feet.,0.0,1,1,,,,,,,,,,,89,662.0,662.0,1.0,1233.0,1233.0,1.0,171.0,171.0,1.0,118.0,118.0,1.0,885.0,885.0,1.0,57.0,57.0,1.0,1433.0,1433.0,1.0,72.0,72.0,1.0,74.0,74.0,1.0,1494.0,1494.0,1.0,1.0,1,1,89,0.0,Spade,0.671428571428571,0.148067452705713,2.0,7.0,0.0,1,1,89,,0.0,1,1,89.0,0.0,Spade,1.0,0.0,'continuous',0.0,1.0,1.0,False,0.077683013503909,0.0252596495315057,False,False,True,False,True,False,False,False,0.1911766057304922,True,944,fvfa4l15,female,1987-03-24 00:00:00,False,,black,True,protestant,usa,VA,,23324,Chesapeake,36.67,-76.3,Virginia,VA,2019-11-15 01:09:18.285563+00:00,A35K*****LVPE,3EJJ*****UHRK,jt7g1wsx,3D06DR5225WW3K2HDRZNNVK9TC2MAX,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.372994787548674
90,bv4h0yru,0,17,17,outro,End,2020-11-20 00:33:56.295194+00:00,1,A6NN*****MBRV,3RSD*****0EYR,1.0,1.5,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,90,0.0,1,1,90,0.0,1,1,90,67.243.81.20,42.0841,-73.9996,male,03/06/1985,never,0.0,,,english,,12477,0.0,,,white,,,,0.0,,,one family detached,,1.0,small town,college or some college,,,,"more than 1 year college, no degree",,Computer systems,,usa,NY,,1.0,born usa,full time work,Legal clerk,private business,0.777777777777778,0.0,0.0,0.541666666666667,0.222222222222222,0.5,0.25,working class,0.5,0.888888888888889,1.0,republican,,0.833333333333333,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.166666666666667,1.0,1.0,0.333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,90,0.0,Club,"Seems like a person who wanted to leave the south states. If religion isn't important, he probably wanted out as soon as he can.",0.0,1,1,,,,,,,,,,,90,324.0,324.0,1.0,1441.0,1441.0,1.0,462.0,462.0,1.0,225.0,225.0,1.0,1416.0,1416.0,1.0,680.0,680.0,1.0,40.0,40.0,1.0,1432.0,1432.0,1.0,864.0,864.0,1.0,182.0,182.0,1.0,1.0,1,1,90,0.0,Club,0.671428571428571,0.148067452705713,2.0,7.0,0.0,1,1,90,,0.0,1,1,90.0,0.0,Club,0.84,0.0452576502655515,'continuous',0.0,1.0,1.0,False,0.1674644467568505,0.0344663322333316,False,False,False,False,False,False,True,False,0.1092664344536529,True,775,6m2r4bd5,male,1991-10-15 00:00:00,False,,white,False,,usa,NC,,8080,Sewell,39.75,-75.09,New Jersey,NJ,2019-11-08 21:09:08.968315+00:00,A1W5*****AYQR,3MRN*****1LDX,8n9hg2i4,3WRAAIUSBJC7XW1LRY1WYC07ZC9AXJ,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.3819937071809256
92,t8foxh1o,0,17,17,outro,End,2020-11-20 00:34:54.260575+00:00,1,AS7Z*****DC46,33PP*****1IDW,1.0,1.5,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,92,0.0,1,1,92,0.0,1,1,92,24.129.96.251,30.3539,-81.4991,male,11/19/1982,never,0.0,,,english,,32225,0.0,,,filipino,,,,0.0,,,one family detached,,0.0,suburb,college or some college,,,,associates degree,,accounting,,usa,FL,,1.0,naturalized us citizen,school,,,,1.0,0.0,0.708333333333333,0.333333333333333,0.5,0.5,working class,0.0,0.555555555555556,0.666666666666667,independent,,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,92,0.0,Club,He is 31 years old.  He is white.  He does not belong to a religious denomination.  He grew up in Michigan in the United States.,0.0,1,1,,,,,,,,,,,92,1544.0,1544.0,1.0,801.0,801.0,1.0,962.0,962.0,1.0,26.0,26.0,1.0,73.0,73.0,1.0,220.0,220.0,1.0,1449.0,1449.0,1.0,1312.0,1312.0,1.0,1835.0,1835.0,1.0,615.0,615.0,1.0,1.0,1,1,92,0.0,Club,1.0,0.0,1.0,7.0,0.0,1,1,92,,0.0,1,1,92.0,0.0,Club,1.0,0.0,'continuous',0.0,1.0,1.0,False,0.1822935847388966,0.1752204958038734,False,False,True,False,False,False,True,False,0.2143194618675245,True,937,ral5eebs,male,1989-08-29 00:00:00,False,,white,False,,usa,MI,,48184,Wayne,42.27,-83.38,Michigan,MI,2019-11-10 21:38:44.781853+00:00,A15S*****ZFCD,3MYY*****54GO,wokbwli5,30EV7DWJTV8VAZFS6H6M1L5U5ZWY66,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.4870467345947972
93,hdd3sq1k,0,17,17,outro,End,2020-11-20 00:35:30.134274+00:00,1,A26O*****SGYF,3UOU*****0UXI,1.0,1.5,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,93,0.0,1,1,93,0.0,1,1,93,68.204.215.48,28.6002,-81.3584,female,01/24/1996,never,0.0,,,english,,32789,0.0,,,white,,,,1.0,protestant,,one family detached,,0.0,small town,beyond bachelors,,,,,masters degree,,international relations,usa,CT,,1.0,born usa,part time work,teacher,government employer,0.888888888888889,0.0,0.0,0.458333333333333,0.444444444444444,0.75,0.5,middle class,0.5,0.666666666666667,0.666666666666667,independent,,0.166666666666667,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.666666666666667,1.0,0.0,0.333333333333333,0.666666666666667,0.666666666666667,1.0,1.0,0.0,1.0,0.0,1,1,93,0.0,Heart,She may be liberal since she isn't religious and grew up in CA.,0.0,1,1,,,,,,,,,,,93,551.0,551.0,1.0,169.0,169.0,1.0,1631.0,1631.0,1.0,848.0,848.0,1.0,1041.0,1041.0,1.0,66.0,66.0,1.0,1635.0,1635.0,1.0,151.0,151.0,1.0,52.0,52.0,1.0,333.0,333.0,1.0,1.0,1,1,93,0.0,Heart,1.0,0.0,1.0,7.0,0.0,1,1,93,,0.0,1,1,93.0,0.0,Heart,0.9782421875,0.0033418548953346,'continuous',0.0,1.0,1.0,False,0.5965417867435159,0.4608364124407245,False,False,False,True,True,False,True,False,0.3688525635622037,True,292,mn20beve,female,1966-01-10 00:00:00,False,,white,False,,usa,CA,,91106,Pasadena,34.13,-118.13,California,CA,2019-11-12 22:59:12.506597+00:00,A25V*****Y08P,3M23*****T6S4,7rkljsaz,302OLP89DZKJUYQQ0259KZFXYWWCAY,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.5506707453803855
94,0ssvo0a3,0,17,17,outro,End,2020-11-20 00:35:37.618064+00:00,1,A1XU*****YGJ2,3XM0*****XEPX,1.0,1.5,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,94,0.0,1,1,94,0.0,1,1,94,107.5.67.248,41.8538,-84.337,female,06/30/1982,married,1.0,2.0,27.0,english,,49247,0.0,,,white,,,,1.0,roman catholic,,one family detached,,1.0,small town,college or some college,,,,associates degree,,business,,usa,MI,,1.0,born usa,full time work,construction,private business,0.777777777777778,0.0,0.0,0.75,0.222222222222222,0.25,0.75,lower class,0.0,1.0,0.333333333333333,independent,,0.166666666666667,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,94,0.0,Club,"Seema like a good person, see nothing wrong with this person and would like to know more",0.0,1,1,,,,,,,,,,,94,1772.0,1772.0,1.0,708.0,708.0,1.0,1306.0,1306.0,1.0,1118.0,1118.0,1.0,110.0,110.0,1.0,396.0,396.0,1.0,726.0,726.0,1.0,677.0,677.0,1.0,83.0,83.0,1.0,538.0,538.0,1.0,1.0,1,1,94,0.0,Club,0.514285714285714,0.282501619467516,3.0,7.0,0.0,1,1,94,,0.0,1,1,94.0,0.0,Club,0.4,0.408670989873401,'continuous',0.0,1.0,1.0,False,0.2050614067733532,0.3816066124358017,False,False,False,True,True,False,True,False,0.326060729019014,True,218,w956x8jh,female,1974-12-14 00:00:00,False,,white,False,,usa,NV,,89101,Las Vegas,36.17,-115.12,Nevada,NV,2019-11-13 19:17:18.364871+00:00,AP8A*****U0HC,3DZQ*****GS3H,89r4sqa7,3S8APUMBJXWVGKFSXIV6NGK6ES8BF5,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.5078789108371958
96,s5yn7xx5,0,17,17,outro,End,2020-11-20 00:37:01.119560+00:00,1,A29Z*****BCRU,3WS1*****10FV,0.8,1.3,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,96,0.0,1,1,96,0.0,1,1,96,205.154.89.2,32.7797,-116.8775,male,04/12/1987,married,1.0,1.0,28.0,english,,92019,1.0,mexican,,asian indian,,,,0.0,,,five or more apartments,,0.0,medium city,college or some college,,,,"more than 1 year college, no degree",,computer science,,usa,CA,,1.0,born usa,full time work,library,government employer,0.777777777777778,1.0,0.0,0.75,0.333333333333333,0.25,0.75,middle class,0.5,0.888888888888889,0.666666666666667,democrat,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1,96,0.0,Heart,"This person is caring, smart, and selfless. I see this woman doing kind things for others.",0.0,1,1,,,,,,,,,,,96,406.0,406.0,1.0,300.0,300.0,1.0,486.0,486.0,1.0,80.0,80.0,1.0,146.0,147.0,0.0,972.0,972.0,1.0,315.0,315.0,1.0,661.0,661.0,1.0,288.0,298.0,0.0,1583.0,1583.0,1.0,0.8,1,1,96,0.0,Heart,0.171428571428571,0.715850664034791,6.0,7.0,0.0,1,1,96,This was a great survey. Thanks for everything.,0.0,1,1,96.0,0.0,Heart,0.217166748046875,0.648358353163027,'continuous',0.0,1.0,1.0,True,0.5717296798840732,0.307475172976759,True,True,True,False,False,False,False,False,0.4435640775328029,True,316,eppneg2w,female,1963-07-07 00:00:00,False,,white,False,,usa,CA,,97404,Eugene,44.1,-123.13,Oregon,OR,2019-11-12 15:03:15.613569+00:00,A26R*****AXGG,3J4Q*****DQW6,bo56mv81,3ABAOCJ4R8HOQ09Y2NW9DVZEWSCMQN,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.6253822593509848
97,wt7im9zi,0,17,17,outro,End,2020-11-20 00:37:37.428950+00:00,1,A5BC*****80AG,3DY4*****OVRC,0.9,1.4,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,97,0.0,1,1,97,0.0,1,1,97,71.238.89.122,45.4799,-122.6006,female,12/28/1974,divorced,1.0,1.0,30.0,english,,97206,1.0,other,Spain,white,,,,0.0,,,one family detached,,0.0,suburb,college or some college,,,,bachelors degree,,journalism,,usa,NY,,1.0,born usa,full time work,"writing/editing freelance, gig worker",private business,1.0,0.0,0.0,0.625,0.333333333333333,1.0,0.25,middle class,0.0,1.0,0.333333333333333,democrat,,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,97,0.0,Club,I think he sounds like a fairly typical American. Being from Virginia I would have thought it more likely that he be Christian as opposed to without a religious denomination. That is the only unexpected thing.,0.0,1,1,,,,,,,,,,,97,26.0,26.0,1.0,1044.0,1044.0,1.0,759.0,759.0,1.0,112.0,112.0,1.0,60.0,60.0,1.0,934.0,934.0,1.0,452.0,452.0,1.0,1042.0,1022.0,0.0,1046.0,1046.0,1.0,398.0,398.0,1.0,0.9,1,1,97,0.0,Club,0.171428571428571,0.715850664034791,6.0,7.0,0.0,1,1,97,,0.0,1,1,97.0,0.0,Club,0.09710693359375,0.832330016593724,'continuous',0.0,1.0,1.0,True,0.679259397793155,0.8708743551025784,True,True,False,False,False,False,True,False,0.5045576138996121,True,760,0ykofvfl,male,1994-11-17 00:00:00,False,,white,False,,usa,VA,,23002,Amelia Court House,37.34,-77.95999999999998,Virginia,VA,2019-11-13 05:02:26.331104+00:00,A330*****O2AX,3XLB*****AZ70,5m9k2c1j,322ZSN9Z5GXLEQCKDNQ8W6T1U8G4TE,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.686375795717794
